model,dataset,text_id,magnitude,cosine_similarity
mistral,g1s,65,338.6523,0.44693455
mistral,g1s,66,336.53677,0.25290686
mistral,g1s,67,317.1554,0.34518316
mistral,g1s,68,359.62677,0.231007
mistral,g1s,69,360.28195,0.30473068
mistral,g1s,70,342.75507,0.28525168
mistral,g1s,71,358.24142,0.2379542
mistral,g1s,72,341.28717,0.33767065
mistral,g1s,73,319.024,0.2929434
mistral,g1s,74,335.50003,0.27634576
mistral,g1s,75,348.4673,0.31935906
mistral,g1s,76,321.00824,0.34470305
mistral,g1s,77,337.5165,0.23034194
mistral,g1s,78,348.4673,0.31935906
mistral,g1s,79,366.58176,0.27513927
mistral,g1s,80,312.0816,0.47863775
mistral,g1s,81,340.3165,0.27232647
mistral,g1s,82,311.49023,0.39075607
mistral,g1s,83,348.86972,0.29596898
mistral,g1s,84,312.0816,0.47863775
mistral,g1s,85,325.75055,0.32050508
mistral,g1s,86,345.54175,0.3058692
mistral,g1s,87,329.50986,0.22567533
mistral,g1s,88,337.5165,0.23034194
mistral,g1s,89,353.5014,0.29438493
mistral,g1s,90,364.9148,0.2992945
mistral,g1s,91,337.42554,0.30741322
mistral,g1s,92,340.3165,0.27232647
mistral,g1s,93,325.75055,0.32050508
mistral,g1s,94,364.9148,0.2992945
mistral,g1s,95,319.03305,0.35633597
mistral,g1s,96,319.03305,0.35633597
mistral,g1s,97,326.05017,0.37157205
mistral,g1s,98,300.32648,0.35669768
mistral,g1s,99,361.23117,0.20368509
mistral,g1s,100,366.45514,0.15975934
mistral,g1s,101,312.0816,0.47863775
mistral,g1s,102,322.93246,0.24471678
mistral,g1s,103,366.45514,0.15975934
mistral,g1s,104,338.35953,0.42475715
mistral,g1s,105,350.25098,0.2751268
mistral,g1s,106,361.23117,0.20368509
mistral,g1s,107,347.78024,0.23012727
mistral,g1s,108,345.54175,0.3058692
mistral,g1s,109,338.35953,0.42475715
mistral,g1s,110,348.86972,0.29596898
mistral,g1s,111,337.5165,0.23034194
mistral,g1s,112,342.54294,0.26436454
mistral,g1s,113,340.91537,0.3230283
mistral,g1s,114,335.50003,0.27634576
mistral,g1s,115,353.5014,0.29438493
mistral,g1s,116,321.00824,0.34470305
mistral,g1s,117,335.50003,0.27634576
mistral,g1s,118,361.76547,0.2905099
mistral,g1s,119,321.00824,0.34470305
mistral,g1s,120,341.28717,0.33767065
mistral,g1s,121,300.32648,0.35669768
mistral,g1s,122,348.86972,0.29596898
mistral,g1s,123,333.56415,0.33091974
mistral,g1s,124,347.78024,0.23012727
mistral,g1s,125,325.38766,0.311432
mistral,g1s,126,319.024,0.2929434
mistral,g1s,127,350.25098,0.2751268
mistral,g1s,128,316.45276,0.52291566
mistral,g1s,129,351.07242,0.3158777
mistral,g1s,130,311.49023,0.39075607
mistral,g1s,131,316.45276,0.52291566
mistral,g1s,132,325.38766,0.311432
mistral,g1s,133,350.25098,0.2751268
mistral,g1s,134,342.54294,0.26436454
mistral,g1s,135,345.2854,0.2563284
mistral,g1s,136,322.93246,0.24471678
mistral,g1s,137,345.54175,0.3058692
mistral,g1s,138,332.1375,0.3309324
mistral,g1s,139,340.91537,0.3230283
mistral,g1s,140,337.42554,0.30741322
mistral,g1s,141,337.5467,0.22209351
mistral,g1s,142,326.05017,0.37157205
mistral,g1s,143,347.80804,0.2789583
mistral,g1s,144,366.58176,0.27513927
mistral,g1s,145,348.4673,0.31935906
mistral,g1s,146,332.1375,0.3309324
mistral,g1s,147,354.92017,0.32845753
mistral,g1s,148,351.07242,0.3158777
mistral,g1s,149,314.48355,0.382393
mistral,g1m,0,345.60568,0.280627
mistral,g1m,1,353.14886,0.32215396
mistral,g1m,2,351.0637,0.31729537
mistral,g1m,3,357.86148,0.30773854
mistral,g1m,4,347.84845,0.2807484
mistral,g1m,5,347.85263,0.30078593
mistral,g1m,6,353.45126,0.34594783
mistral,g1m,7,348.10626,0.36686486
mistral,g1m,8,331.84232,0.3321709
mistral,g1m,9,355.0178,0.33667633
mistral,g1m,10,355.0178,0.33667633
mistral,g1m,11,322.59924,0.3667478
mistral,g1m,12,361.68753,0.30611354
mistral,g1m,13,357.00677,0.3100735
mistral,g1m,14,359.3368,0.32123795
mistral,g1m,15,356.1355,0.28366923
mistral,g1m,16,356.20367,0.23630735
mistral,g1m,17,356.20367,0.23630735
mistral,g1m,18,356.6876,0.3248125
mistral,g1m,19,351.88928,0.40729436
mistral,g1m,20,333.25427,0.32761416
mistral,g1m,21,347.85263,0.30078593
mistral,g1m,22,345.4284,0.3392142
mistral,g1m,23,352.29166,0.32486892
mistral,g1m,24,356.6876,0.3248125
mistral,g1m,25,351.88397,0.3447183
mistral,g1m,26,344.37177,0.28523216
mistral,g1m,27,356.28305,0.35346693
mistral,g1m,28,335.0595,0.32921776
mistral,g1m,29,351.0637,0.31729537
mistral,g1m,30,340.77716,0.3150227
mistral,g1m,31,361.69824,0.30184487
mistral,g1m,32,322.59924,0.3667478
mistral,g1m,33,345.60568,0.280627
mistral,g1m,34,352.29166,0.32486892
mistral,g1m,35,335.47986,0.29424956
mistral,g1m,36,349.4159,0.32304794
mistral,g1m,37,345.64328,0.33820114
mistral,g1m,38,361.69824,0.30184487
mistral,g1m,39,340.77716,0.3150227
mistral,g1m,40,344.37177,0.28523216
mistral,g1m,41,361.68753,0.30611354
mistral,g1m,42,355.95844,0.34070298
mistral,g1m,43,335.47986,0.29424956
mistral,g1m,44,340.77716,0.3150227
mistral,g1m,45,355.95844,0.34070298
mistral,g1m,46,345.64328,0.33820114
mistral,g1m,47,355.74472,0.29908916
mistral,g1m,48,335.47986,0.29424956
mistral,g1m,49,331.99255,0.27853256
mistral,g1m,50,335.47986,0.29424956
mistral,g1m,51,356.28305,0.35346693
mistral,g1m,52,353.38284,0.28183624
mistral,g1m,53,361.69824,0.30184487
mistral,g1m,54,357.86148,0.30773854
mistral,g1m,55,347.84845,0.2807484
mistral,g1m,56,354.341,0.28888956
mistral,g1m,57,347.85263,0.30078593
mistral,g1m,58,346.49588,0.2543048
mistral,g1m,59,349.4159,0.32304794
mistral,g1m,60,345.60568,0.280627
mistral,g1m,61,333.25427,0.32761416
mistral,g1m,62,351.88928,0.40729436
mistral,g1m,63,353.14886,0.32215396
mistral,g1m,64,355.74472,0.29908916
mistral,g1m,65,346.49588,0.2543048
mistral,g1m,66,355.95844,0.34070298
mistral,g1m,67,353.38284,0.28183624
mistral,g1m,68,331.84232,0.3321709
mistral,g1m,69,335.0595,0.32921776
mistral,g1m,70,345.4284,0.3392142
mistral,g1m,71,357.00677,0.3100735
mistral,g1m,72,356.1355,0.28366923
mistral,g1m,73,347.9461,0.33846655
mistral,g1m,74,335.47986,0.29424956
mistral,g1m,75,351.88397,0.3447183
mistral,g1m,76,354.341,0.28888956
mistral,g1m,77,357.28528,0.2801267
mistral,g1m,78,347.9461,0.33846655
mistral,g1m,79,336.09097,0.24718587
mistral,g1m,80,345.40085,0.31667042
mistral,g1m,81,356.79572,0.31488654
mistral,g1m,82,348.9044,0.40284845
mistral,g1m,83,345.24814,0.31444943
mistral,g1m,84,323.5221,0.2587379
mistral,g1m,85,342.84787,0.3048954
mistral,g1m,86,348.11395,0.30224535
mistral,g1m,87,336.09097,0.24718587
mistral,g1m,88,352.44754,0.27464622
mistral,g1m,89,347.66882,0.34891528
mistral,g1m,90,336.2951,0.283796
mistral,g1m,91,342.04425,0.36863598
mistral,g1m,92,346.0144,0.32408482
mistral,g1m,93,340.79242,0.27528596
mistral,g1m,94,345.40085,0.31667042
mistral,g1m,95,330.6894,0.3464054
mistral,g1m,96,328.56946,0.27676895
mistral,g1m,97,349.00012,0.31481862
mistral,g1m,98,346.09155,0.3292562
mistral,g1m,99,330.7893,0.2870171
mistral,g1m,100,351.59433,0.3207265
mistral,g1m,101,346.46417,0.33844742
mistral,g1m,102,354.64612,0.3639909
mistral,g1m,103,350.54245,0.3296725
mistral,g1m,104,357.83292,0.32120916
mistral,g1m,105,349.488,0.27872324
mistral,g1m,106,330.7893,0.2870171
mistral,g1m,107,354.91193,0.34048167
mistral,g1m,108,344.88797,0.31375957
mistral,g1m,109,342.3573,0.29727027
mistral,g1m,110,340.79242,0.27528596
mistral,g1m,111,337.6463,0.3246145
mistral,g1m,112,344.2186,0.44255155
mistral,g1m,113,341.9157,0.4144213
mistral,g1m,114,348.11395,0.30224535
mistral,g1m,115,356.79572,0.31488654
mistral,g1m,116,339.57538,0.3609596
mistral,g1m,117,342.31125,0.28660798
mistral,g1m,118,334.6165,0.39543587
mistral,g1m,119,339.82904,0.33285084
mistral,g1m,120,335.40924,0.23913085
mistral,g1m,121,319.9,0.3828582
mistral,g1m,122,346.09155,0.3292562
mistral,g1m,123,346.28964,0.3159221
mistral,g1m,124,341.9157,0.4144213
mistral,g1m,125,336.2951,0.283796
mistral,g1m,126,344.36972,0.38017163
mistral,g1m,127,358.4844,0.32172886
mistral,g1m,128,348.99197,0.38326395
mistral,g1m,129,315.73248,0.59263283
mistral,g1m,130,350.05087,0.3529146
mistral,g1m,131,348.11053,0.3706763
mistral,g1m,132,334.6165,0.39543587
mistral,g1m,133,348.99197,0.38326395
mistral,g1m,134,335.40924,0.23913085
mistral,g1m,135,348.83142,0.45396435
mistral,g1m,136,340.8435,0.40342176
mistral,g1m,137,330.6894,0.3464054
mistral,g1m,138,341.43723,0.31540117
mistral,g1m,139,347.66882,0.34891528
mistral,g1m,140,356.62967,0.2196305
mistral,g1m,141,362.26413,0.29060322
mistral,g1m,142,340.30478,0.37840313
mistral,g1m,143,342.31125,0.28660798
mistral,g1m,144,346.0144,0.32408482
mistral,g1m,145,347.4085,0.30478778
mistral,g1m,146,348.0281,0.25391373
mistral,g1m,147,351.0964,0.35299623
mistral,g1m,148,345.12552,0.31911588
mistral,g1m,149,328.56946,0.27676895
mistral,g1c,0,341.9922,0.41329816
mistral,g1c,1,344.08313,0.40594855
mistral,g1c,2,346.82034,0.34518337
mistral,g1c,3,341.68314,0.37160861
mistral,g1c,4,354.65875,0.30217454
mistral,g1c,5,344.08313,0.40594855
mistral,g1c,6,361.32724,0.3689563
mistral,g1c,7,346.82034,0.34518337
mistral,g1c,8,356.0256,0.33012435
mistral,g1c,9,341.68314,0.37160861
mistral,g1c,10,326.18237,0.3850952
mistral,g1c,11,355.70554,0.31683686
mistral,g1c,12,340.49112,0.36597088
mistral,g1c,13,326.18237,0.3850952
mistral,g1c,14,341.9922,0.41329816
mistral,g1c,15,355.70554,0.31683686
mistral,g1c,16,338.38773,0.35382554
mistral,g1c,17,346.82034,0.34518337
mistral,g1c,18,354.65875,0.30217454
mistral,g1c,19,341.68314,0.37160861
mistral,g1c,20,340.49112,0.36597088
mistral,g1c,21,338.38773,0.35382554
mistral,g1c,22,356.0256,0.33012435
mistral,g1c,23,356.0256,0.33012435
mistral,g1c,24,361.32724,0.3689563
mistral,g1c,25,354.0501,0.3241897
mistral,g1c,26,336.70236,0.32207006
mistral,g1c,27,349.78613,0.33849326
mistral,g1c,28,347.00726,0.3762755
mistral,g1c,29,341.07632,0.3002386
mistral,g1c,30,351.79236,0.41341132
mistral,g1c,31,340.83792,0.39088058
mistral,g1c,32,340.83792,0.39088058
mistral,g1c,33,354.8337,0.32194847
mistral,g1c,34,344.17273,0.34654897
mistral,g1c,35,342.00647,0.3109548
mistral,g1c,36,348.27997,0.30292466
mistral,g1c,37,346.59772,0.34528077
mistral,g1c,38,349.78613,0.33849326
mistral,g1c,39,354.8337,0.32194847
mistral,g1c,40,350.72644,0.40564534
mistral,g1c,41,359.12,0.35321966
mistral,g1c,42,351.58197,0.3248784
mistral,g1c,43,348.95538,0.3057554
mistral,g1c,44,341.21954,0.34405938
mistral,g1c,45,342.64203,0.362488
mistral,g1c,46,340.92712,0.31839854
mistral,g1c,47,334.1546,0.43851253
mistral,g1c,48,341.19373,0.29446974
mistral,g1c,49,360.45154,0.3006655
mistral,g1c,50,344.17273,0.34654897
mistral,g1c,51,338.1809,0.32510892
mistral,g1c,52,351.79236,0.41341132
mistral,g1c,53,346.59772,0.34528077
mistral,g1c,54,354.764,0.38950533
mistral,g1c,55,351.58197,0.3248784
mistral,g1c,56,341.07632,0.3002386
mistral,g1c,57,340.92712,0.31839854
mistral,g1c,58,355.84705,0.36303204
mistral,g1c,59,336.70236,0.32207006
mistral,g1c,60,356.0752,0.26852533
mistral,g1c,61,350.90604,0.3420046
mistral,g1c,62,350.90604,0.3420046
mistral,g1c,63,340.9385,0.3265226
mistral,g1c,64,349.42657,0.31546423
mistral,g1c,65,357.33514,0.35782197
mistral,g1c,66,350.72644,0.40564534
mistral,g1c,67,348.95538,0.3057554
mistral,g1c,68,342.00647,0.3109548
mistral,g1c,69,335.81894,0.32950434
mistral,g1c,70,348.27997,0.30292466
mistral,g1c,71,340.9385,0.3265226
mistral,g1c,72,339.58896,0.35190833
mistral,g1c,73,342.0446,0.33291423
mistral,g1c,74,341.21954,0.34405938
mistral,g1c,75,360.45154,0.3006655
mistral,g1c,76,342.0446,0.33291423
mistral,g1c,77,348.95538,0.3057554
mistral,g1c,78,335.28384,0.34045613
mistral,g1c,79,357.33514,0.35782197
mistral,g1c,80,355.84705,0.36303204
mistral,g1c,81,349.99017,0.33932278
mistral,g1c,82,334.1546,0.43851253
mistral,g1c,83,349.99017,0.33932278
mistral,g1c,84,354.764,0.38950533
mistral,g1c,85,339.58896,0.35190833
mistral,g1c,86,335.81894,0.32950434
mistral,g1c,87,362.9364,0.3458726
mistral,g1c,88,335.28384,0.34045613
mistral,g1c,89,342.00647,0.3109548
mistral,g1c,90,341.19373,0.29446974
mistral,g1c,91,359.12,0.35321966
mistral,g1c,92,362.9364,0.3458726
mistral,g1c,93,347.00726,0.3762755
mistral,g1c,94,342.64203,0.362488
mistral,g1c,95,360.45154,0.3006655
mistral,g1c,96,354.764,0.38950533
mistral,g1c,97,356.0752,0.26852533
mistral,g1c,98,332.89056,0.33532515
mistral,g1c,99,353.34824,0.34781945
mistral,g1c,100,346.59286,0.3980165
mistral,g1c,101,350.60452,0.3407734
mistral,g1c,102,338.4078,0.36330068
mistral,g1c,103,357.74884,0.3630112
mistral,g1c,104,348.5977,0.29662013
mistral,g1c,105,360.6256,0.35806173
mistral,g1c,106,354.93927,0.35764486
mistral,g1c,107,356.97327,0.3516835
mistral,g1c,108,365.1227,0.3402974
mistral,g1c,109,354.93927,0.35764486
mistral,g1c,110,345.9771,0.30898184
mistral,g1c,111,343.66522,0.35259643
mistral,g1c,112,344.51132,0.30683684
mistral,g1c,113,345.59274,0.36275303
mistral,g1c,114,345.59274,0.36275303
mistral,g1c,115,353.48978,0.36042666
mistral,g1c,116,352.30695,0.3331548
mistral,g1c,117,353.48978,0.36042666
mistral,g1c,118,350.34982,0.32471615
mistral,g1c,119,336.52554,0.3376173
mistral,g1c,120,340.8254,0.2855179
mistral,g1c,121,346.73898,0.3268748
mistral,g1c,122,362.49838,0.39038706
mistral,g1c,123,344.51132,0.30683684
mistral,g1c,124,331.3526,0.32921848
mistral,g1c,125,347.888,0.34914973
mistral,g1c,126,332.89056,0.33532515
mistral,g1c,127,339.0667,0.35313767
mistral,g1c,128,335.4061,0.36579043
mistral,g1c,129,355.8987,0.40052566
mistral,g1c,130,353.2812,0.27563486
mistral,g1c,131,346.73898,0.3268748
mistral,g1c,132,338.4078,0.36330068
mistral,g1c,133,332.89056,0.33532515
mistral,g1c,134,365.1227,0.3402974
mistral,g1c,135,336.52554,0.3376173
mistral,g1c,136,338.4078,0.36330068
mistral,g1c,137,357.74884,0.3630112
mistral,g1c,138,348.00253,0.31341043
mistral,g1c,139,353.34824,0.34781945
mistral,g1c,140,339.0667,0.35313767
mistral,g1c,141,354.173,0.29817685
mistral,g1c,142,354.93927,0.35764486
mistral,g1c,143,335.4061,0.36579043
mistral,g1c,144,331.3526,0.32921848
mistral,g1c,145,348.00253,0.31341043
mistral,g1c,146,340.8254,0.2855179
mistral,g1c,147,357.74884,0.3630112
mistral,g1c,148,356.97327,0.3516835
mistral,g1c,149,350.60452,0.3407734
mistral,g2s,0,383.55627,0.1591703
mistral,g2s,1,384.31863,0.16742642
mistral,g2s,2,376.0682,0.18526316
mistral,g2s,3,381.81714,0.34136385
mistral,g2s,4,383.621,0.18382432
mistral,g2s,5,375.78,0.17346759
mistral,g2s,6,384.51193,0.26892003
mistral,g2s,7,371.10852,0.17185968
mistral,g2s,8,386.46426,0.27485126
mistral,g2s,9,378.19632,0.18875292
mistral,g2s,10,374.91913,0.20356268
mistral,g2s,11,379.2608,0.2801812
mistral,g2s,12,380.0348,0.18308479
mistral,g2s,13,361.21414,0.23643886
mistral,g2s,14,385.50974,0.26640123
mistral,g2s,15,375.78,0.17346759
mistral,g2s,16,371.11813,0.19654894
mistral,g2s,17,385.0835,0.19574043
mistral,g2s,18,369.03876,0.4090817
mistral,g2s,19,384.01895,0.21138969
mistral,g2s,20,380.19003,0.24566993
mistral,g2s,21,375.9396,0.21403092
mistral,g2s,22,384.9431,0.27838808
mistral,g2s,23,381.46603,0.18483135
mistral,g2s,24,382.1422,0.245691
mistral,g2s,25,387.39215,0.26077428
mistral,g2s,26,369.65707,0.39080134
mistral,g2s,27,375.6806,0.2114099
mistral,g2s,28,379.10904,0.2124551
mistral,g2s,29,389.66336,0.2625366
mistral,g2s,30,378.72653,0.1763336
mistral,g2s,31,384.08612,0.26696932
mistral,g2s,32,373.3746,0.27152663
mistral,g2s,33,371.10852,0.17185968
mistral,g2s,34,384.18814,0.20147057
mistral,g2s,35,374.20035,0.16425855
mistral,g2s,36,385.91403,0.3143199
mistral,g2s,37,387.12442,0.21077397
mistral,g2s,38,378.68613,0.21535961
mistral,g2s,39,386.87997,0.25784463
mistral,g2s,40,368.116,0.37811956
mistral,g2s,41,378.51065,0.21175747
mistral,g2s,42,362.56372,0.17245072
mistral,g2s,43,379.58047,0.22975485
mistral,g2s,44,379.7008,0.20793708
mistral,g2s,45,362.56372,0.17245072
mistral,g2s,46,383.0007,0.33270636
mistral,g2s,47,378.65384,0.19641793
mistral,g2s,48,386.0804,0.2492356
mistral,g2s,49,380.0348,0.18308479
mistral,g2s,50,362.56372,0.17245072
mistral,g2s,51,381.8843,0.17224662
mistral,g2s,52,382.60416,0.29122636
mistral,g2s,53,372.1204,0.17194842
mistral,g2s,54,381.60538,0.25032046
mistral,g2s,55,361.5892,0.28860003
mistral,g2s,56,381.04724,0.19105472
mistral,g2s,57,373.5495,0.36317572
mistral,g2s,58,368.91733,0.18946406
mistral,g2s,59,384.2671,0.21130775
mistral,g2s,60,380.79797,0.22452092
mistral,g2s,61,390.84244,0.20440343
mistral,g2s,62,386.73267,0.16747074
mistral,g2s,63,377.40005,0.19099613
mistral,g2s,64,374.11142,0.23040454
mistral,g2s,65,386.45557,0.14809991
mistral,g2s,66,380.11398,0.45273826
mistral,g2s,67,380.08704,0.25521412
mistral,g2s,68,388.38544,0.28509352
mistral,g2s,69,381.04724,0.19105472
mistral,g2s,70,385.91403,0.3143199
mistral,g2s,71,382.4145,0.25643894
mistral,g2s,72,390.3892,0.29979053
mistral,g2s,73,382.67767,0.21551083
mistral,g2s,74,378.65384,0.19641793
mistral,g2s,75,384.72687,0.26982442
mistral,g2s,76,378.82343,0.22997737
mistral,g2s,77,389.25012,0.27799055
mistral,g2s,78,371.87283,0.24250747
mistral,g2s,79,380.11398,0.45273826
mistral,g2s,80,381.4742,0.18862064
mistral,g2s,81,388.5594,0.27960205
mistral,g2s,82,386.9709,0.26199275
mistral,g2s,83,380.1546,0.20373355
mistral,g2s,84,390.84244,0.20440343
mistral,g2s,85,389.79468,0.3111923
mistral,g2s,86,369.36658,0.17069663
mistral,g2s,87,383.3676,0.32971507
mistral,g2s,88,352.42337,0.25720707
mistral,g2s,89,376.55243,0.24665369
mistral,g2s,90,383.03937,0.26049906
mistral,g2s,91,381.4906,0.21388845
mistral,g2s,92,371.87283,0.24250747
mistral,g2s,93,390.3892,0.29979053
mistral,g2s,94,386.89767,0.28050885
mistral,g2s,95,375.966,0.17408983
mistral,g2s,96,383.61053,0.21056364
mistral,g2s,97,359.79758,0.38405147
mistral,g2s,98,372.26886,0.22721459
mistral,g2s,99,380.85214,0.2516638
mistral,g2s,100,383.61728,0.15163428
mistral,g2s,101,380.79797,0.22452092
mistral,g2s,102,377.95187,0.37039208
mistral,g2s,103,386.93536,0.2625502
mistral,g2s,104,380.1546,0.20373355
mistral,g2s,105,382.67767,0.21551083
mistral,g2s,106,382.1917,0.26397902
mistral,g2s,107,385.7661,0.24093208
mistral,g2s,108,374.5108,0.18345544
mistral,g2s,109,374.91913,0.20356268
mistral,g2s,110,383.20016,0.26019254
mistral,g2s,111,379.64197,0.31407505
mistral,g2s,112,382.88998,0.24688952
mistral,g2s,113,380.79797,0.22452092
mistral,g2s,114,378.35876,0.2011492
mistral,g2s,115,361.47864,0.23117441
mistral,g2s,116,370.65408,0.17812285
mistral,g2s,117,372.30487,0.22383839
mistral,g2s,118,362.18106,0.36219823
mistral,g2s,119,356.08038,0.2754366
mistral,g2s,120,379.34982,0.44626656
mistral,g2s,121,367.33694,0.27670538
mistral,g2s,122,379.52264,0.17990275
mistral,g2s,123,377.95187,0.37039208
mistral,g2s,124,379.916,0.24526823
mistral,g2s,125,367.75888,0.3965076
mistral,g2s,126,377.44803,0.300135
mistral,g2s,127,380.85214,0.2516638
mistral,g2s,128,384.0972,0.14389327
mistral,g2s,129,382.42258,0.2745204
mistral,g2s,130,381.81714,0.34136385
mistral,g2s,131,374.2501,0.44185975
mistral,g2s,132,359.57468,0.28206453
mistral,g2s,133,376.9746,0.3689882
mistral,g2s,134,390.84244,0.20440343
mistral,g2s,135,380.11398,0.45273826
mistral,g2s,136,383.0007,0.33270636
mistral,g2s,137,380.7419,0.21466008
mistral,g2s,138,386.46426,0.27485126
mistral,g2s,139,378.83533,0.24212678
mistral,g2s,140,383.60788,0.27048543
mistral,g2s,141,381.3104,0.17424533
mistral,g2s,142,365.73608,0.39496696
mistral,g2s,143,377.95187,0.37039208
mistral,g2s,144,383.3676,0.32971507
mistral,g2s,145,364.6959,0.40378076
mistral,g2s,146,380.1546,0.20373355
mistral,g2s,147,374.94205,0.20790526
mistral,g2s,148,385.22842,0.27203354
mistral,g2s,149,383.67267,0.24255273
mistral,g2m,0,371.27698,0.20210391
mistral,g2m,1,368.60327,0.23809446
mistral,g2m,2,365.31754,0.20453721
mistral,g2m,3,370.15363,0.21047112
mistral,g2m,4,369.59045,0.2370209
mistral,g2m,5,370.9954,0.23066127
mistral,g2m,6,370.86182,0.22083135
mistral,g2m,7,365.0608,0.24032266
mistral,g2m,8,368.49838,0.25915977
mistral,g2m,9,371.2662,0.26222178
mistral,g2m,10,377.6961,0.23357236
mistral,g2m,11,364.11752,0.26441783
mistral,g2m,12,370.90652,0.23432153
mistral,g2m,13,369.5056,0.21900943
mistral,g2m,14,361.66632,0.21811545
mistral,g2m,15,364.80353,0.24431409
mistral,g2m,16,373.7429,0.2535921
mistral,g2m,17,369.1087,0.23912549
mistral,g2m,18,365.44214,0.22686239
mistral,g2m,19,376.36197,0.23866914
mistral,g2m,20,369.01102,0.18727902
mistral,g2m,21,365.77972,0.20575598
mistral,g2m,22,369.91785,0.23417376
mistral,g2m,23,376.2401,0.24948564
mistral,g2m,24,368.40738,0.22580011
mistral,g2m,25,366.61563,0.20121807
mistral,g2m,26,361.89966,0.21754716
mistral,g2m,27,371.76593,0.21040913
mistral,g2m,28,362.64243,0.25663698
mistral,g2m,29,369.26224,0.24054763
mistral,g2m,30,369.89658,0.24106708
mistral,g2m,31,368.45215,0.27104852
mistral,g2m,32,356.50986,0.22556932
mistral,g2m,33,376.69684,0.30211875
mistral,g2m,34,370.20532,0.24300751
mistral,g2m,35,363.2793,0.2426821
mistral,g2m,36,369.12823,0.24703789
mistral,g2m,37,364.60684,0.23251069
mistral,g2m,38,364.87036,0.22337727
mistral,g2m,39,361.91837,0.23572288
mistral,g2m,40,361.5509,0.21566738
mistral,g2m,41,369.7203,0.26810023
mistral,g2m,42,369.5137,0.25497785
mistral,g2m,43,368.5365,0.2647982
mistral,g2m,44,371.58395,0.20607767
mistral,g2m,45,371.8052,0.24414326
mistral,g2m,46,364.15405,0.24846028
mistral,g2m,47,366.45642,0.20736223
mistral,g2m,48,370.48773,0.23887937
mistral,g2m,49,370.26123,0.22656065
mistral,g2m,50,371.0614,0.23715931
mistral,g2m,51,371.5752,0.24922295
mistral,g2m,52,363.81772,0.2546142
mistral,g2m,53,366.7076,0.21572226
mistral,g2m,54,369.98404,0.27101645
mistral,g2m,55,354.9381,0.19505487
mistral,g2m,56,366.66235,0.21001895
mistral,g2m,57,369.22226,0.218543
mistral,g2m,58,372.60233,0.28053525
mistral,g2m,59,367.00244,0.20015879
mistral,g2m,60,363.55518,0.23956524
mistral,g2m,61,360.68567,0.22379546
mistral,g2m,62,363.0173,0.24218845
mistral,g2m,63,363.76025,0.20162927
mistral,g2m,64,360.4801,0.20562038
mistral,g2m,65,371.75708,0.19935022
mistral,g2m,66,363.00916,0.22964028
mistral,g2m,67,365.67383,0.2439813
mistral,g2m,68,367.04065,0.19273633
mistral,g2m,69,363.88235,0.19269212
mistral,g2m,70,375.60394,0.27160206
mistral,g2m,71,367.89166,0.23830687
mistral,g2m,72,373.43964,0.22874345
mistral,g2m,73,372.5599,0.27529433
mistral,g2m,74,368.2012,0.2137675
mistral,g2m,75,373.72562,0.23256546
mistral,g2m,76,371.07404,0.23597164
mistral,g2m,77,368.18134,0.21491489
mistral,g2m,78,365.4708,0.20278656
mistral,g2m,79,370.25995,0.25323018
mistral,g2m,80,360.68063,0.21169282
mistral,g2m,81,368.72852,0.25472316
mistral,g2m,82,370.63785,0.24593174
mistral,g2m,83,366.95148,0.22073245
mistral,g2m,84,364.57678,0.23227637
mistral,g2m,85,373.0721,0.24779053
mistral,g2m,86,370.69772,0.22995368
mistral,g2m,87,369.5024,0.25289282
mistral,g2m,88,360.9728,0.19303574
mistral,g2m,89,364.4363,0.21952358
mistral,g2m,90,361.86743,0.21724847
mistral,g2m,91,359.40652,0.2084302
mistral,g2m,92,370.85214,0.24138749
mistral,g2m,93,372.986,0.30193877
mistral,g2m,94,363.4684,0.23922417
mistral,g2m,95,365.95386,0.21948303
mistral,g2m,96,373.03256,0.23525761
mistral,g2m,97,369.64783,0.22775175
mistral,g2m,98,366.5876,0.21251689
mistral,g2m,99,370.54907,0.21691218
mistral,g2m,100,362.8021,0.24236767
mistral,g2m,101,374.23407,0.2245272
mistral,g2m,102,371.0008,0.22200252
mistral,g2m,103,372.35928,0.21910067
mistral,g2m,104,369.69812,0.2035068
mistral,g2m,105,371.63876,0.23626508
mistral,g2m,106,370.266,0.24687389
mistral,g2m,107,354.09595,0.20193806
mistral,g2m,108,362.89175,0.23229799
mistral,g2m,109,362.29944,0.20639001
mistral,g2m,110,363.0797,0.24587311
mistral,g2m,111,358.05093,0.25056234
mistral,g2m,112,365.24213,0.22549225
mistral,g2m,113,377.6092,0.25831243
mistral,g2m,114,372.13995,0.2142146
mistral,g2m,115,370.09802,0.23423159
mistral,g2m,116,376.32617,0.24358565
mistral,g2m,117,369.97467,0.26915014
mistral,g2m,118,368.31885,0.22826996
mistral,g2m,119,376.18515,0.26202452
mistral,g2m,120,367.00107,0.24894886
mistral,g2m,121,359.7857,0.23818044
mistral,g2m,122,373.88486,0.26127335
mistral,g2m,123,368.6269,0.2783291
mistral,g2m,124,372.6454,0.23671114
mistral,g2m,125,358.57712,0.17660211
mistral,g2m,126,370.48828,0.27335435
mistral,g2m,127,370.46332,0.25405744
mistral,g2m,128,365.73163,0.18644856
mistral,g2m,129,375.77554,0.20935234
mistral,g2m,130,371.14395,0.21345988
mistral,g2m,131,363.16202,0.23358187
